Season,Round,Abbreviation,Stint,Tire Compound,Stint Length
2020,13,HAM,1,MEDIUM,30
2020,13,HAM,2,HARD,22
2020,13,HAM,3,SOFT,11
2020,13,KVY,1,SOFT,14
2020,13,KVY,2,HARD,37
2020,13,KVY,3,SOFT,12
2020,13,LAT,1,MEDIUM,34
2020,13,LAT,2,HARD,29
2020,13,LEC,1,SOFT,13
2020,13,LEC,2,HARD,50
2020,13,MAG,1,MEDIUM,27
2020,13,MAG,2,HARD,20
2020,13,NOR,1,SOFT,13
2020,13,NOR,2,MEDIUM,40
2020,13,NOR,3,SOFT,10
2020,13,OCO,1,MEDIUM,13
2020,13,OCO,2,HARD,15
2020,13,PER,1,MEDIUM,27
2020,13,PER,2,HARD,24
2020,13,PER,3,SOFT,12
2020,13,RAI,1,MEDIUM,48
2020,13,RAI,2,SOFT,15
2020,13,RIC,1,SOFT,14
2020,13,RIC,2,HARD,49
2020,13,RUS,1,MEDIUM,11
2020,13,RUS,2,HARD,41
2020,13,SAI,1,SOFT,17
2020,13,SAI,2,MEDIUM,34
2020,13,SAI,3,SOFT,12
2020,13,STR,1,MEDIUM,1
2020,13,STR,2,HARD,28
2020,13,STR,3,MEDIUM,23
2020,13,STR,4,SOFT,11
2020,13,VER,1,MEDIUM,18
2020,13,VER,2,HARD,33
2020,13,VET,1,MEDIUM,39
2020,13,VET,2,HARD,12
2020,13,VET,3,SOFT,12
2020,14,ALB,1,WET,12
2020,14,ALB,2,INTERMEDIATE,22
2020,14,ALB,3,INTERMEDIATE,24
2020,14,BOT,1,WET,7
2020,14,BOT,2,INTERMEDIATE,39
2020,14,BOT,3,INTERMEDIATE,11
2020,14,GAS,1,WET,10
2020,14,GAS,2,INTERMEDIATE,23
2020,14,GAS,3,INTERMEDIATE,24
2020,14,GIO,1,WET,8
2020,14,GIO,2,INTERMEDIATE,4
2020,14,GRO,1,WET,8
2020,14,GRO,2,INTERMEDIATE,28
2020,14,GRO,3,INTERMEDIATE,13
2020,14,HAM,1,WET,8
2020,14,HAM,2,INTERMEDIATE,50
2020,14,KVY,1,WET,8
2020,14,KVY,2,INTERMEDIATE,49
2020,14,LAT,1,INTERMEDIATE,8
2020,14,LAT,2,INTERMEDIATE,30
2020,14,LAT,3,INTERMEDIATE,1
2020,14,LEC,1,WET,6
2020,14,LEC,2,INTERMEDIATE,24
2020,14,LEC,3,INTERMEDIATE,28
2020,14,MAG,1,WET,8
2020,14,MAG,2,INTERMEDIATE,26
2020,14,MAG,3,INTERMEDIATE,21
2020,14,NOR,1,WET,9
2020,14,NOR,2,INTERMEDIATE,27
2020,14,NOR,3,INTERMEDIATE,22
2020,14,OCO,1,WET,1
2020,14,OCO,2,WET,9
2020,14,OCO,3,INTERMEDIATE,47
2020,14,PER,1,WET,10
2020,14,PER,2,INTERMEDIATE,48
2020,14,RAI,1,WET,8
2020,14,RAI,2,INTERMEDIATE,22
2020,14,RAI,3,INTERMEDIATE,20
2020,14,RAI,4,INTERMEDIATE,7
2020,14,RIC,1,WET,10
2020,14,RIC,2,INTERMEDIATE,22
2020,14,RIC,3,INTERMEDIATE,26
2020,14,RUS,1,INTERMEDIATE,32
2020,14,RUS,2,INTERMEDIATE,10
2020,14,RUS,3,INTERMEDIATE,15
2020,14,SAI,1,WET,10
2020,14,SAI,2,INTERMEDIATE,23
2020,14,SAI,3,INTERMEDIATE,25
2020,14,STR,1,WET,9
2020,14,STR,2,INTERMEDIATE,27
2020,14,STR,3,INTERMEDIATE,22
2020,14,VER,1,WET,11
2020,14,VER,2,INTERMEDIATE,7
2020,14,VER,3,INTERMEDIATE,25
2020,14,VER,4,INTERMEDIATE,15
2020,14,VET,1,WET,8
2020,14,VET,2,INTERMEDIATE,25
2020,14,VET,3,INTERMEDIATE,25
2020,15,ALB,1,MEDIUM,1
2020,15,ALB,2,MEDIUM,18
2020,15,ALB,3,MEDIUM,15
2020,15,ALB,4,HARD,23
2020,15,BOT,1,MEDIUM,1
2020,15,BOT,2,MEDIUM,3
2020,15,BOT,3,HARD,21
2020,15,BOT,4,MEDIUM,13
2020,15,BOT,5,MEDIUM,19
2020,15,GAS,1,MEDIUM,1
2020,15,GAS,2,HARD,24
2020,15,GAS,3,HARD,32
2020,15,GIO,1,MEDIUM,1
2020,15,GIO,2,MEDIUM,19
2020,15,GIO,3,HARD,33
2020,15,GIO,4,SOFT,3
2020,15,GRO,1,HARD,1
2020,15,HAM,1,MEDIUM,1
2020,15,HAM,2,MEDIUM,18
2020,15,HAM,3,MEDIUM,16
2020,15,HAM,4,HARD,22
2020,15,KVY,1,MEDIUM,1
2020,15,KVY,2,SOFT,16
2020,15,KVY,3,HARD,16
2020,15,KVY,4,HARD,23
2020,15,LAT,1,HARD,1
2020,15,LAT,2,MEDIUM,20
2020,15,LAT,3,MEDIUM,16
2020,15,LAT,4,HARD,19
2020,15,LEC,1,HARD,1
2020,15,LEC,2,MEDIUM,22
2020,15,LEC,3,HARD,17
2020,15,LEC,4,HARD,16
2020,15,MAG,1,MEDIUM,1
2020,15,MAG,2,HARD,2
2020,15,MAG,3,HARD,24
2020,15,MAG,4,HARD,26
2020,15,MAG,5,SOFT,3
2020,15,NOR,1,MEDIUM,1
2020,15,NOR,2,MEDIUM,17
2020,15,NOR,3,MEDIUM,20
2020,15,NOR,4,HARD,19
2020,15,OCO,1,MEDIUM,1
2020,15,OCO,2,MEDIUM,16
2020,15,OCO,3,MEDIUM,17
2020,15,OCO,4,HARD,23
2020,15,PER,1,MEDIUM,1
2020,15,PER,2,MEDIUM,19
2020,15,PER,3,HARD,16
2020,15,PER,4,HARD,18
2020,15,RAI,1,MEDIUM,1
2020,15,RAI,2,MEDIUM,16
2020,15,RAI,3,HARD,23
2020,15,RAI,4,MEDIUM,16
2020,15,RIC,1,MEDIUM,1
2020,15,RIC,2,MEDIUM,15
2020,15,RIC,3,HARD,20
2020,15,RIC,4,HARD,21
2020,15,RUS,1,MEDIUM,1
2020,15,RUS,2,MEDIUM,19
2020,15,RUS,3,HARD,19
2020,15,RUS,4,MEDIUM,17
2020,15,SAI,1,SOFT,1
2020,15,SAI,2,SOFT,20
2020,15,SAI,3,MEDIUM,18
2020,15,SAI,4,HARD,18
2020,15,STR,1,MEDIUM,1
2020,15,STR,2,MEDIUM,2
2020,15,VER,1,MEDIUM,1
2020,15,VER,2,MEDIUM,19
2020,15,VER,3,HARD,14
2020,15,VER,4,HARD,12
2020,15,VER,5,MEDIUM,11
2020,15,VET,1,MEDIUM,1
2020,15,VET,2,HARD,19
2020,15,VET,3,MEDIUM,19
2020,15,VET,4,HARD,17
2020,16,AIT,1,MEDIUM,31
2020,16,AIT,2,HARD,23
2020,16,AIT,3,MEDIUM,5
2020,16,AIT,4,SOFT,28
2020,16,ALB,1,MEDIUM,47
2020,16,ALB,2,HARD,15
2020,16,ALB,3,SOFT,25
2020,16,BOT,1,MEDIUM,49
2020,16,BOT,2,HARD,13
2020,16,BOT,3,HARD,25
2020,16,FIT,1,SOFT,31
2020,16,FIT,2,MEDIUM,22
2020,16,FIT,3,SOFT,10
2020,16,FIT,4,SOFT,24
2020,16,GAS,1,SOFT,28
2020,16,GAS,2,MEDIUM,23
2020,16,GAS,3,HARD,36
2020,16,GIO,1,MEDIUM,26
2020,16,GIO,2,HARD,28
2020,16,GIO,3,MEDIUM,33
2020,16,KVY,1,SOFT,27
2020,16,KVY,2,MEDIUM,26
2020,16,KVY,3,HARD,34
2020,16,LAT,1,SOFT,27
2020,16,LAT,2,MEDIUM,26
2020,16,LEC,1,SOFT,1
2020,16,MAG,1,SOFT,26
2020,16,MAG,2,MEDIUM,28
2020,16,MAG,3,SOFT,33
2020,16,NOR,1,SOFT,20
2020,16,NOR,2,MEDIUM,34
2020,16,NOR,3,MEDIUM,33
2020,16,OCO,1,MEDIUM,41
2020,16,OCO,2,HARD,46
2020,16,PER,1,SOFT,1
2020,16,PER,2,MEDIUM,46
2020,16,PER,3,HARD,40
2020,16,RAI,1,MEDIUM,23
2020,16,RAI,2,HARD,31
2020,16,RAI,3,MEDIUM,8
2020,16,RAI,4,SOFT,25
2020,16,RIC,1,SOFT,29
2020,16,RIC,2,MEDIUM,26
2020,16,RIC,3,HARD,32
2020,16,RUS,1,MEDIUM,45
2020,16,RUS,2,HARD,17
2020,16,RUS,3,MEDIUM,1
2020,16,RUS,4,MEDIUM,15
2020,16,RUS,5,SOFT,9
2020,16,SAI,1,SOFT,28
2020,16,SAI,2,MEDIUM,27
2020,16,SAI,3,MEDIUM,32
2020,16,STR,1,SOFT,42
2020,16,STR,2,MEDIUM,45
2020,16,VER,1,SOFT,1
2020,16,VET,1,MEDIUM,31
2020,16,VET,2,HARD,23
2020,16,VET,3,SOFT,9
2020,16,VET,4,SOFT,24
2020,17,ALB,1,SOFT,10
2020,17,ALB,2,HARD,45
2020,17,BOT,1,MEDIUM,10
2020,17,BOT,2,HARD,45
2020,17,FIT,1,MEDIUM,10
2020,17,FIT,2,HARD,24
2020,17,FIT,3,MEDIUM,14
2020,17,FIT,4,SOFT,5
2020,17,GAS,1,SOFT,10
2020,17,GAS,2,HARD,45
2020,17,GIO,1,MEDIUM,27
2020,17,GIO,2,HARD,27
2020,17,HAM,1,MEDIUM,10
2020,17,HAM,2,HARD,45
2020,17,KVY,1,SOFT,10
2020,17,KVY,2,HARD,44
2020,17,LAT,1,MEDIUM,11
2020,17,LAT,2,HARD,24
2020,17,LAT,3,MEDIUM,19
2020,17,LEC,1,MEDIUM,22
2020,17,LEC,2,HARD,32
2020,17,MAG,1,HARD,31
2020,17,MAG,2,MEDIUM,16
2020,17,MAG,3,MEDIUM,7
2020,17,NOR,1,SOFT,10
2020,17,NOR,2,HARD,45
2020,17,OCO,1,MEDIUM,10
2020,17,OCO,2,HARD,45
2020,17,PER,1,HARD,9
2020,17,RAI,1,MEDIUM,10
2020,17,RAI,2,HARD,44
2020,17,RIC,1,HARD,39
2020,17,RIC,2,MEDIUM,16
2020,17,RUS,1,MEDIUM,10
2020,17,RUS,2,HARD,44
2020,17,SAI,1,MEDIUM,10
2020,17,SAI,2,HARD,45
2020,17,STR,1,SOFT,10
2020,17,STR,2,HARD,45
2020,17,VER,1,MEDIUM,10
2020,17,VER,2,HARD,45
2020,17,VET,1,HARD,35
2020,17,VET,2,MEDIUM,19
2021,1,ALO,1,SOFT,11
2021,1,ALO,2,MEDIUM,18
2021,1,ALO,3,HARD,3
2021,1,BOT,1,MEDIUM,16
2021,1,BOT,2,HARD,14
2021,1,BOT,3,HARD,24
2021,1,BOT,4,MEDIUM,2
2021,1,GAS,1,MEDIUM,4
2021,1,GAS,2,HARD,15
2021,1,GAS,3,MEDIUM,20
2021,1,GAS,4,HARD,13
2021,1,GIO,1,MEDIUM,12
2021,1,GIO,2,HARD,18
2021,1,GIO,3,MEDIUM,25
2021,1,HAM,1,MEDIUM,13
2021,1,HAM,2,HARD,15
2021,1,HAM,3,HARD,29
2021,1,LAT,1,SOFT,14
2021,1,LAT,2,MEDIUM,18
2021,1,LAT,3,MEDIUM,19
2021,1,LEC,1,SOFT,12
2021,1,LEC,2,MEDIUM,20
2021,1,LEC,3,HARD,24
2021,1,MAZ,1,MEDIUM,1
2021,1,MSC,1,MEDIUM,14
2021,1,MSC,2,MEDIUM,19
2021,1,MSC,3,HARD,22
2021,1,NOR,1,SOFT,12
2021,1,NOR,2,MEDIUM,21
2021,1,NOR,3,HARD,23
2021,1,OCO,1,SOFT,13
2021,1,OCO,2,MEDIUM,18
2021,1,OCO,3,HARD,24
2021,1,PER,2,MEDIUM,2
2021,1,PER,3,HARD,36
2021,1,PER,4,MEDIUM,18
2021,1,RAI,1,MEDIUM,13
2021,1,RAI,2,HARD,16
2021,1,RAI,3,MEDIUM,27
2021,1,RIC,1,SOFT,13
2021,1,RIC,2,MEDIUM,19
2021,1,RIC,3,HARD,24
2021,1,RUS,1,SOFT,13
2021,1,RUS,2,MEDIUM,23
2021,1,RUS,3,MEDIUM,19
2021,1,SAI,1,SOFT,15
2021,1,SAI,2,MEDIUM,22
2021,1,SAI,3,HARD,19
2021,1,STR,1,SOFT,12
2021,1,STR,2,MEDIUM,16
2021,1,STR,3,HARD,28
2021,1,TSU,1,MEDIUM,15
2021,1,TSU,2,HARD,18
2021,1,TSU,3,HARD,23
2021,1,VER,1,MEDIUM,17
2021,1,VER,2,MEDIUM,22
2021,1,VER,3,HARD,17
2021,1,VET,1,MEDIUM,24
2021,1,VET,2,HARD,31
2021,2,ALO,1,INTERMEDIATE,28
2021,2,ALO,2,MEDIUM,4
2021,2,ALO,3,MEDIUM,1
2021,2,ALO,4,MEDIUM,30
2021,2,BOT,1,INTERMEDIATE,28
2021,2,BOT,2,MEDIUM,3
2021,2,GAS,1,WET,14
2021,2,GAS,2,INTERMEDIATE,12
2021,2,GAS,3,MEDIUM,6
2021,2,GAS,4,MEDIUM,1
2021,2,GAS,5,MEDIUM,30
2021,2,GIO,1,INTERMEDIATE,27
2021,2,GIO,2,MEDIUM,5
2021,2,GIO,3,MEDIUM,1
2021,2,GIO,4,MEDIUM,7
2021,2,GIO,5,MEDIUM,22
2021,2,HAM,1,INTERMEDIATE,28
2021,2,HAM,2,MEDIUM,3
2021,2,HAM,3,MEDIUM,1
2021,2,HAM,4,MEDIUM,1
2021,2,HAM,5,MEDIUM,30
2021,2,LAT,1,INTERMEDIATE,1
2021,2,LEC,1,INTERMEDIATE,28
2021,2,LEC,2,MEDIUM,5
2021,2,LEC,3,MEDIUM,30
2021,2,MAZ,1,WET,12
2021,2,MAZ,2,INTERMEDIATE,11
2021,2,MAZ,3,SOFT,8
2021,2,MAZ,4,MEDIUM,1
2021,2,MAZ,5,MEDIUM,29
2021,2,MSC,1,WET,5
2021,2,MSC,2,INTERMEDIATE,16
2021,2,MSC,3,SOFT,10
2021,2,MSC,4,MEDIUM,1
2021,2,MSC,5,MEDIUM,29
2021,2,NOR,1,INTERMEDIATE,28
2021,2,NOR,2,MEDIUM,5
2021,2,NOR,3,SOFT,30
2021,2,OCO,1,WET,1
2021,2,OCO,2,INTERMEDIATE,26
2021,2,OCO,3,MEDIUM,4
2021,2,OCO,4,SOFT,1
2021,2,OCO,5,MEDIUM,1
2021,2,OCO,6,MEDIUM,30
2021,2,PER,1,INTERMEDIATE,28
2021,2,PER,2,MEDIUM,5
2021,2,PER,3,SOFT,30
2021,2,RAI,1,INTERMEDIATE,26
2021,2,RAI,2,MEDIUM,6
2021,2,RAI,3,MEDIUM,1
2021,2,RAI,4,MEDIUM,30
2021,2,RIC,1,INTERMEDIATE,27
2021,2,RIC,2,MEDIUM,6
2021,2,RIC,3,SOFT,30
2021,2,RUS,1,INTERMEDIATE,26
2021,2,RUS,2,MEDIUM,5
2021,2,SAI,1,INTERMEDIATE,27
2021,2,SAI,2,MEDIUM,6
2021,2,SAI,3,MEDIUM,30
2021,2,STR,1,INTERMEDIATE,27
2021,2,STR,2,MEDIUM,5
2021,2,STR,3,MEDIUM,1
2021,2,STR,4,MEDIUM,30
2021,2,TSU,1,INTERMEDIATE,25
2021,2,TSU,2,MEDIUM,7
2021,2,TSU,3,SOFT,1
2021,2,TSU,4,SOFT,30
2021,2,VER,1,INTERMEDIATE,27
2021,2,VER,2,MEDIUM,6
2021,2,VER,3,MEDIUM,30
2021,2,VET,1,INTERMEDIATE,3
2021,2,VET,2,INTERMEDIATE,17
2021,2,VET,3,MEDIUM,2
2021,2,VET,4,MEDIUM,10
2021,2,VET,5,SOFT,1
2021,2,VET,6,SOFT,28
2021,3,ALO,1,MEDIUM,2
2021,3,ALO,2,MEDIUM,1
2021,3,ALO,3,MEDIUM,37
2021,3,ALO,4,HARD,26
2021,3,BOT,1,MEDIUM,2
2021,3,BOT,2,MEDIUM,1
2021,3,BOT,3,MEDIUM,33
2021,3,BOT,4,HARD,27
2021,3,BOT,5,SOFT,3
2021,3,GAS,1,SOFT,2
2021,3,GAS,2,SOFT,1
2021,3,GAS,3,SOFT,21
2021,3,GAS,4,MEDIUM,42
2021,3,GIO,1,MEDIUM,2
2021,3,GIO,2,MEDIUM,1
2021,3,GIO,3,MEDIUM,19
2021,3,GIO,4,HARD,43
2021,3,HAM,1,MEDIUM,2
2021,3,HAM,2,MEDIUM,1
2021,3,HAM,3,MEDIUM,34
2021,3,HAM,4,HARD,29
2021,3,LAT,1,MEDIUM,2
2021,3,LAT,2,MEDIUM,1
2021,3,LAT,3,MEDIUM,21
2021,3,LAT,4,HARD,40
2021,3,LEC,1,MEDIUM,2
2021,3,LEC,2,MEDIUM,1
2021,3,LEC,3,MEDIUM,22
2021,3,LEC,4,HARD,41
2021,3,MAZ,1,MEDIUM,2
2021,3,MAZ,2,MEDIUM,1
2021,3,MAZ,3,MEDIUM,28
2021,3,MAZ,4,HARD,12
2021,3,MAZ,5,SOFT,21
2021,3,MSC,1,MEDIUM,2
2021,3,MSC,2,MEDIUM,1
2021,3,MSC,3,MEDIUM,29
2021,3,MSC,4,HARD,32
2021,3,NOR,1,SOFT,2
2021,3,NOR,2,SOFT,1
2021,3,NOR,3,SOFT,19
2021,3,NOR,4,MEDIUM,44
2021,3,OCO,1,SOFT,2
2021,3,OCO,2,SOFT,1
2021,3,OCO,3,SOFT,19
2021,3,OCO,4,HARD,44
2021,3,PER,1,MEDIUM,2
2021,3,PER,2,MEDIUM,1
2021,3,PER,3,MEDIUM,48
2021,3,PER,4,SOFT,15
2021,3,RAI,1,SOFT,2
2021,3,RIC,1,MEDIUM,2
2021,3,RIC,2,MEDIUM,1
2021,3,RIC,3,MEDIUM,38
2021,3,RIC,4,HARD,25
2021,3,RUS,1,MEDIUM,2
2021,3,RUS,2,MEDIUM,1
2021,3,RUS,3,MEDIUM,25
2021,3,RUS,4,HARD,37
2021,3,SAI,1,SOFT,2
2021,3,SAI,2,SOFT,1
2021,3,SAI,3,SOFT,18
2021,3,SAI,4,MEDIUM,45
2021,3,STR,1,SOFT,2
2021,3,STR,2,SOFT,1
2021,3,STR,3,SOFT,36
2021,3,STR,4,MEDIUM,26
2021,3,TSU,1,MEDIUM,2
2021,3,TSU,2,MEDIUM,1
2021,3,TSU,3,MEDIUM,18
2021,3,TSU,4,HARD,44
2021,3,VER,1,MEDIUM,2
2021,3,VER,2,MEDIUM,1
2021,3,VER,3,MEDIUM,32
2021,3,VER,4,HARD,29
2021,3,VER,5,SOFT,2
2021,3,VET,1,SOFT,2
2021,3,VET,2,SOFT,1
2021,3,VET,3,SOFT,19
2021,3,VET,4,MEDIUM,43
2021,4,ALO,1,SOFT,21
2021,4,ALO,2,MEDIUM,40
2021,4,ALO,3,SOFT,4
2021,4,BOT,1,SOFT,23
2021,4,BOT,2,MEDIUM,30
2021,4,BOT,3,SOFT,13
2021,4,GAS,1,SOFT,18
2021,4,GAS,2,MEDIUM,29
2021,4,GAS,3,SOFT,18
2021,4,GIO,1,SOFT,8
2021,4,GIO,2,MEDIUM,31
2021,4,GIO,3,SOFT,26
2021,4,HAM,1,SOFT,28
2021,4,HAM,2,MEDIUM,14
2021,4,HAM,3,MEDIUM,24
2021,4,LAT,1,SOFT,9
2021,4,LAT,2,MEDIUM,18
2021,4,LAT,3,MEDIUM,23
2021,4,LAT,4,SOFT,15
2021,4,LEC,1,SOFT,28
2021,4,LEC,2,MEDIUM,30
2021,4,LEC,3,SOFT,8
2021,4,MAZ,1,SOFT,22
2021,4,MAZ,2,MEDIUM,20
2021,4,MAZ,3,MEDIUM,22
2021,4,MSC,1,SOFT,23
2021,4,MSC,2,MEDIUM,27
2021,4,MSC,3,MEDIUM,14
2021,4,NOR,1,SOFT,23
2021,4,NOR,2,MEDIUM,28
2021,4,NOR,3,SOFT,14
2021,4,OCO,1,SOFT,23
2021,4,OCO,2,MEDIUM,42
2021,4,PER,1,SOFT,27
2021,4,PER,2,MEDIUM,30
2021,4,PER,3,SOFT,9
2021,4,RAI,1,MEDIUM,37
2021,4,RAI,2,SOFT,28
2021,4,RIC,1,SOFT,25
2021,4,RIC,2,MEDIUM,21
2021,4,RIC,3,SOFT,20
2021,4,RUS,1,SOFT,9
2021,4,RUS,2,MEDIUM,19
2021,4,RUS,3,MEDIUM,37
2021,4,SAI,1,SOFT,22
2021,4,SAI,2,MEDIUM,24
2021,4,SAI,3,SOFT,20
2021,4,STR,1,SOFT,22
2021,4,STR,2,MEDIUM,17
2021,4,STR,3,SOFT,26
2021,4,TSU,1,SOFT,7
2021,4,VER,1,SOFT,24
2021,4,VER,2,MEDIUM,36
2021,4,VER,3,SOFT,6
2021,4,VET,1,SOFT,21
2021,4,VET,2,MEDIUM,17
2021,4,VET,3,SOFT,27
2021,5,ALO,1,MEDIUM,45
2021,5,ALO,2,SOFT,32
2021,5,BOT,1,SOFT,30
2021,5,GAS,1,SOFT,30
2021,5,GAS,2,HARD,48
2021,5,GIO,1,SOFT,33
2021,5,GIO,2,HARD,44
2021,5,HAM,1,SOFT,29
2021,5,HAM,2,HARD,38
2021,5,HAM,3,SOFT,11
2021,5,LAT,1,MEDIUM,43
2021,5,LAT,2,HARD,34
2021,5,LEC,1,SOFT,1
2021,5,MAZ,1,SOFT,34
2021,5,MAZ,2,HARD,41
2021,5,MSC,1,SOFT,37
2021,5,MSC,2,HARD,38
2021,5,NOR,1,SOFT,30
2021,5,NOR,2,HARD,48
2021,5,OCO,1,SOFT,37
2021,5,OCO,2,MEDIUM,40
2021,5,PER,1,SOFT,35
2021,5,PER,2,HARD,43
2021,5,RAI,1,MEDIUM,43
2021,5,RAI,2,HARD,34
2021,5,RIC,1,MEDIUM,36
2021,5,RIC,2,HARD,41
2021,5,RUS,1,MEDIUM,31
2021,5,RUS,2,HARD,46
2021,5,SAI,1,SOFT,32
2021,5,SAI,2,HARD,46
2021,5,STR,1,HARD,58
2021,5,STR,2,SOFT,19
2021,5,TSU,1,HARD,64
2021,5,TSU,2,SOFT,13
2021,5,VER,1,SOFT,34
2021,5,VER,2,HARD,44
2021,5,VET,1,SOFT,31
2021,5,VET,2,HARD,47
2021,6,ALO,1,SOFT,7
2021,6,ALO,2,HARD,27
2021,6,ALO,3,SOFT,13
2021,6,ALO,4,SOFT,1
2021,6,ALO,5,SOFT,3
2021,6,BOT,1,SOFT,11
2021,6,BOT,2,HARD,36
2021,6,BOT,3,SOFT,1
2021,6,BOT,4,SOFT,3
2021,6,GAS,1,SOFT,11
2021,6,GAS,2,HARD,36
2021,6,GAS,3,HARD,1
2021,6,GAS,4,SOFT,3
2021,6,GIO,1,SOFT,2
2021,6,GIO,2,HARD,32
2021,6,GIO,3,HARD,13
2021,6,GIO,4,HARD,1
2021,6,GIO,5,SOFT,3
2021,6,HAM,1,SOFT,11
2021,6,HAM,2,HARD,36
2021,6,HAM,3,HARD,1
2021,6,HAM,4,SOFT,3
2021,6,LAT,1,MEDIUM,9
2021,6,LAT,2,HARD,39
2021,6,LAT,3,SOFT,3
2021,6,LEC,1,SOFT,9
2021,6,LEC,2,HARD,38
2021,6,LEC,3,HARD,1
2021,6,LEC,4,SOFT,3
2021,6,MAZ,1,SOFT,9
2021,6,MAZ,2,HARD,25
2021,6,MAZ,3,SOFT,10
2021,6,MAZ,4,SOFT,2
2021,6,MAZ,5,SOFT,1
2021,6,MAZ,6,SOFT,1
2021,6,MAZ,7,SOFT,3
2021,6,MSC,1,SOFT,8
2021,6,MSC,2,HARD,26
2021,6,MSC,3,SOFT,10
2021,6,MSC,4,SOFT,3
2021,6,MSC,5,SOFT,1
2021,6,MSC,7,SOFT,3
2021,6,NOR,1,SOFT,7
2021,6,NOR,2,HARD,40
2021,6,NOR,3,HARD,1
2021,6,NOR,4,SOFT,3
2021,6,OCO,1,SOFT,3
2021,6,PER,1,SOFT,13
2021,6,PER,2,HARD,34
2021,6,PER,3,HARD,1
2021,6,PER,5,SOFT,3
2021,6,RAI,1,MEDIUM,13
2021,6,RAI,2,HARD,34
2021,6,RAI,3,HARD,1
2021,6,RAI,4,SOFT,3
2021,6,RIC,1,SOFT,11
2021,6,RIC,2,HARD,36
2021,6,RIC,3,HARD,1
2021,6,RIC,4,SOFT,3
2021,6,RUS,1,MEDIUM,1
2021,6,RUS,2,HARD,33
2021,6,RUS,3,HARD,13
2021,6,RUS,4,SOFT,1
2021,6,SAI,1,SOFT,10
2021,6,SAI,2,HARD,37
2021,6,SAI,3,HARD,1
2021,6,SAI,4,SOFT,3
2021,6,STR,1,HARD,30
2021,6,TSU,1,SOFT,9
2021,6,TSU,2,HARD,38
2021,6,TSU,3,HARD,1
2021,6,TSU,4,SOFT,3
2021,6,VER,1,SOFT,12
2021,6,VER,2,HARD,34
2021,6,VET,1,SOFT,18
2021,6,VET,2,HARD,29
2021,6,VET,3,HARD,1
2021,6,VET,4,SOFT,3
2021,7,ALO,1,MEDIUM,18
2021,7,ALO,2,HARD,35
2021,7,BOT,1,MEDIUM,17
2021,7,BOT,2,HARD,36
2021,7,GAS,1,MEDIUM,17
2021,7,GAS,2,HARD,36
2021,7,GIO,1,HARD,28
2021,7,GIO,2,MEDIUM,24
2021,7,HAM,1,MEDIUM,19
2021,7,HAM,2,HARD,34
2021,7,LAT,1,MEDIUM,18
2021,7,LAT,2,HARD,34
2021,7,LEC,1,MEDIUM,14
2021,7,LEC,2,HARD,24
2021,7,LEC,3,MEDIUM,14
2021,7,MAZ,1,HARD,31
2021,7,MAZ,2,MEDIUM,21
2021,7,MSC,1,MEDIUM,15
2021,7,MSC,2,HARD,37
2021,7,NOR,1,MEDIUM,24
2021,7,NOR,2,HARD,29
2021,7,OCO,1,HARD,28
2021,7,OCO,2,MEDIUM,24
2021,7,PER,1,MEDIUM,24
2021,7,PER,2,HARD,29
2021,7,RAI,1,HARD,33
2021,7,RAI,2,MEDIUM,19
2021,7,RIC,1,MEDIUM,16
2021,7,RIC,2,HARD,37
2021,7,RUS,1,MEDIUM,17
2021,7,RUS,2,HARD,35
2021,7,SAI,1,MEDIUM,17
2021,7,SAI,2,HARD,36
2021,7,STR,1,HARD,34
2021,7,STR,2,SOFT,19
2021,7,TSU,1,MEDIUM,15
2021,7,TSU,2,HARD,37
2021,7,VER,1,MEDIUM,18
2021,7,VER,2,HARD,14
2021,7,VER,3,MEDIUM,21
2021,7,VET,1,HARD,37
2021,7,VET,2,MEDIUM,16
2021,8,ALO,1,SOFT,27
2021,8,ALO,2,HARD,43
2021,8,BOT,1,MEDIUM,27
2021,8,BOT,2,HARD,44
2021,8,GAS,1,SOFT,1
2021,8,GIO,1,MEDIUM,23
2021,8,GIO,2,HARD,47
2021,8,HAM,1,MEDIUM,28
2021,8,HAM,2,HARD,41
2021,8,HAM,3,SOFT,2
2021,8,LAT,1,MEDIUM,1
2021,8,LAT,2,SOFT,24
2021,8,LAT,3,HARD,43
2021,8,LEC,1,SOFT,1
2021,8,LEC,2,HARD,36
2021,8,LEC,3,MEDIUM,33
2021,8,MAZ,1,MEDIUM,21
2021,8,MAZ,2,HARD,47
2021,8,MSC,1,MEDIUM,33
2021,8,MSC,2,HARD,36
2021,8,NOR,1,SOFT,31
2021,8,NOR,2,HARD,39
2021,8,OCO,1,MEDIUM,36
2021,8,OCO,2,HARD,34
2021,8,PER,1,SOFT,26
2021,8,PER,2,HARD,28
2021,8,PER,3,MEDIUM,17
2021,8,RAI,1,HARD,36
2021,8,RAI,2,MEDIUM,34
2021,8,RIC,1,MEDIUM,41
2021,8,RIC,2,HARD,29
2021,8,RUS,1,MEDIUM,25
2021,8,RUS,2,HARD,1
2021,8,RUS,3,HARD,10
2021,8,SAI,1,MEDIUM,41
2021,8,SAI,2,HARD,29
2021,8,STR,1,SOFT,28
2021,8,STR,2,HARD,42
2021,8,TSU,1,SOFT,26
2021,8,TSU,2,HARD,44
2021,8,VER,1,MEDIUM,29
2021,8,VER,2,HARD,42
